chapter,source_audio,anki_media_file,transcript_file,translation_file,cards_generated
A1\KAPITEL 3,A1\KAPITEL 3\Audio 62_001.mp3,inll_f6b0e79dae7f_A1_KAPITEL_3_Audio_62_001.mp3,A1\KAPITEL 3\Audio 62_001.txt,A1\KAPITEL 3\Audio 62_001.txt,2
A1\KAPITEL 3,A1\KAPITEL 3\Audio 62_002.mp3,inll_5d045d47a680_A1_KAPITEL_3_Audio_62_002.mp3,A1\KAPITEL 3\Audio 62_002.txt,A1\KAPITEL 3\Audio 62_002.txt,2
A1\KAPITEL 3,A1\KAPITEL 3\Audio 62_003.mp3,inll_9c9d5f0e12c9_A1_KAPITEL_3_Audio_62_003.mp3,A1\KAPITEL 3\Audio 62_003.txt,A1\KAPITEL 3\Audio 62_003.txt,2
A1\KAPITEL 3,A1\KAPITEL 3\Audio 62_004.mp3,inll_8ef84fadae5c_A1_KAPITEL_3_Audio_62_004.mp3,A1\KAPITEL 3\Audio 62_004.txt,A1\KAPITEL 3\Audio 62_004.txt,2
A1\KAPITEL 3,A1\KAPITEL 3\Audio 62_005.mp3,inll_8192495139bd_A1_KAPITEL_3_Audio_62_005.mp3,A1\KAPITEL 3\Audio 62_005.txt,A1\KAPITEL 3\Audio 62_005.txt,2
A1\KAPITEL 3,A1\KAPITEL 3\Audio 63_001.mp3,inll_cab550ce35ed_A1_KAPITEL_3_Audio_63_001.mp3,A1\KAPITEL 3\Audio 63_001.txt,A1\KAPITEL 3\Audio 63_001.txt,2
A1\KAPITEL 3,A1\KAPITEL 3\Audio 63_002.mp3,inll_c5196101d47e_A1_KAPITEL_3_Audio_63_002.mp3,A1\KAPITEL 3\Audio 63_002.txt,A1\KAPITEL 3\Audio 63_002.txt,2
A1\KAPITEL 3,A1\KAPITEL 3\Audio 63_003.mp3,inll_80099eab8f15_A1_KAPITEL_3_Audio_63_003.mp3,A1\KAPITEL 3\Audio 63_003.txt,A1\KAPITEL 3\Audio 63_003.txt,2
A1\KAPITEL 3,A1\KAPITEL 3\Audio 63_004.mp3,inll_1b51a475dced_A1_KAPITEL_3_Audio_63_004.mp3,A1\KAPITEL 3\Audio 63_004.txt,A1\KAPITEL 3\Audio 63_004.txt,2
A1\KAPITEL 3,A1\KAPITEL 3\Audio 63_005.mp3,inll_8f509cb548f8_A1_KAPITEL_3_Audio_63_005.mp3,A1\KAPITEL 3\Audio 63_005.txt,A1\KAPITEL 3\Audio 63_005.txt,2
