chapter,source_audio,anki_media_file,transcript_file,translation_file,cards_generated
A2\KAPITEL 3,A2\KAPITEL 3\Audio39_001.mp3,inll_bf4fb1535e60_A2_KAPITEL_3_Audio39_001.mp3,A2\KAPITEL 3\Audio39_001.txt,A2\KAPITEL 3\Audio39_001.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio39_002.mp3,inll_08f6c6907515_A2_KAPITEL_3_Audio39_002.mp3,A2\KAPITEL 3\Audio39_002.txt,A2\KAPITEL 3\Audio39_002.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio39_003.mp3,inll_28a24964832f_A2_KAPITEL_3_Audio39_003.mp3,A2\KAPITEL 3\Audio39_003.txt,A2\KAPITEL 3\Audio39_003.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio39_004.mp3,inll_ddeaf7f3caa0_A2_KAPITEL_3_Audio39_004.mp3,A2\KAPITEL 3\Audio39_004.txt,A2\KAPITEL 3\Audio39_004.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio39_005.mp3,inll_e21f985deac2_A2_KAPITEL_3_Audio39_005.mp3,A2\KAPITEL 3\Audio39_005.txt,A2\KAPITEL 3\Audio39_005.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio39_006.mp3,inll_3f4507c1a2d9_A2_KAPITEL_3_Audio39_006.mp3,A2\KAPITEL 3\Audio39_006.txt,A2\KAPITEL 3\Audio39_006.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio39_007.mp3,inll_9c0bcf43b82f_A2_KAPITEL_3_Audio39_007.mp3,A2\KAPITEL 3\Audio39_007.txt,A2\KAPITEL 3\Audio39_007.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio39_008.mp3,inll_030457730c6b_A2_KAPITEL_3_Audio39_008.mp3,A2\KAPITEL 3\Audio39_008.txt,A2\KAPITEL 3\Audio39_008.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio40_001.mp3,inll_44bcfbf84422_A2_KAPITEL_3_Audio40_001.mp3,A2\KAPITEL 3\Audio40_001.txt,A2\KAPITEL 3\Audio40_001.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio40_002.mp3,inll_f86cc04db27c_A2_KAPITEL_3_Audio40_002.mp3,A2\KAPITEL 3\Audio40_002.txt,A2\KAPITEL 3\Audio40_002.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio40_003.mp3,inll_f5640116e201_A2_KAPITEL_3_Audio40_003.mp3,A2\KAPITEL 3\Audio40_003.txt,A2\KAPITEL 3\Audio40_003.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio40_004.mp3,inll_9b808b16d9b0_A2_KAPITEL_3_Audio40_004.mp3,A2\KAPITEL 3\Audio40_004.txt,A2\KAPITEL 3\Audio40_004.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio40_005.mp3,inll_c3b74afbef63_A2_KAPITEL_3_Audio40_005.mp3,A2\KAPITEL 3\Audio40_005.txt,A2\KAPITEL 3\Audio40_005.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio40_006.mp3,inll_3a4439df261a_A2_KAPITEL_3_Audio40_006.mp3,A2\KAPITEL 3\Audio40_006.txt,A2\KAPITEL 3\Audio40_006.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio40_007.mp3,inll_a8377b908f1d_A2_KAPITEL_3_Audio40_007.mp3,A2\KAPITEL 3\Audio40_007.txt,A2\KAPITEL 3\Audio40_007.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio40_008.mp3,inll_c5a2aaace508_A2_KAPITEL_3_Audio40_008.mp3,A2\KAPITEL 3\Audio40_008.txt,A2\KAPITEL 3\Audio40_008.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio41_001.mp3,inll_120cd87da3c6_A2_KAPITEL_3_Audio41_001.mp3,A2\KAPITEL 3\Audio41_001.txt,A2\KAPITEL 3\Audio41_001.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio42_001.mp3,inll_8b7cc2fe0c40_A2_KAPITEL_3_Audio42_001.mp3,A2\KAPITEL 3\Audio42_001.txt,A2\KAPITEL 3\Audio42_001.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio43_001.mp3,inll_e6a4ed1bd7f0_A2_KAPITEL_3_Audio43_001.mp3,A2\KAPITEL 3\Audio43_001.txt,A2\KAPITEL 3\Audio43_001.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio44_001.mp3,inll_d7fc7a10af73_A2_KAPITEL_3_Audio44_001.mp3,A2\KAPITEL 3\Audio44_001.txt,A2\KAPITEL 3\Audio44_001.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio44_002.mp3,inll_c3d3f7602b7a_A2_KAPITEL_3_Audio44_002.mp3,A2\KAPITEL 3\Audio44_002.txt,A2\KAPITEL 3\Audio44_002.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio44_003.mp3,inll_fcb4e0884d19_A2_KAPITEL_3_Audio44_003.mp3,A2\KAPITEL 3\Audio44_003.txt,A2\KAPITEL 3\Audio44_003.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio44_004.mp3,inll_e13566ba0fcb_A2_KAPITEL_3_Audio44_004.mp3,A2\KAPITEL 3\Audio44_004.txt,A2\KAPITEL 3\Audio44_004.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio44_005.mp3,inll_e420beef2a13_A2_KAPITEL_3_Audio44_005.mp3,A2\KAPITEL 3\Audio44_005.txt,A2\KAPITEL 3\Audio44_005.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio44_006.mp3,inll_ff0c000513c0_A2_KAPITEL_3_Audio44_006.mp3,A2\KAPITEL 3\Audio44_006.txt,A2\KAPITEL 3\Audio44_006.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio44_007.mp3,inll_1d8a3a956953_A2_KAPITEL_3_Audio44_007.mp3,A2\KAPITEL 3\Audio44_007.txt,A2\KAPITEL 3\Audio44_007.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio44_008.mp3,inll_5f024d6c7b5e_A2_KAPITEL_3_Audio44_008.mp3,A2\KAPITEL 3\Audio44_008.txt,A2\KAPITEL 3\Audio44_008.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio44_009.mp3,inll_aa7cc406637d_A2_KAPITEL_3_Audio44_009.mp3,A2\KAPITEL 3\Audio44_009.txt,A2\KAPITEL 3\Audio44_009.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio44_010.mp3,inll_460d343c6146_A2_KAPITEL_3_Audio44_010.mp3,A2\KAPITEL 3\Audio44_010.txt,A2\KAPITEL 3\Audio44_010.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio44_011.mp3,inll_50b283d08d92_A2_KAPITEL_3_Audio44_011.mp3,A2\KAPITEL 3\Audio44_011.txt,A2\KAPITEL 3\Audio44_011.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio44_012.mp3,inll_1bd894e1c0de_A2_KAPITEL_3_Audio44_012.mp3,A2\KAPITEL 3\Audio44_012.txt,A2\KAPITEL 3\Audio44_012.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio44_013.mp3,inll_70b83ff91604_A2_KAPITEL_3_Audio44_013.mp3,A2\KAPITEL 3\Audio44_013.txt,A2\KAPITEL 3\Audio44_013.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio44_014.mp3,inll_f31b04cf3704_A2_KAPITEL_3_Audio44_014.mp3,A2\KAPITEL 3\Audio44_014.txt,A2\KAPITEL 3\Audio44_014.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_001.mp3,inll_dc3f44ff8a7b_A2_KAPITEL_3_Audio45_001.mp3,A2\KAPITEL 3\Audio45_001.txt,A2\KAPITEL 3\Audio45_001.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_002.mp3,inll_347d4414baf1_A2_KAPITEL_3_Audio45_002.mp3,A2\KAPITEL 3\Audio45_002.txt,A2\KAPITEL 3\Audio45_002.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_003.mp3,inll_4c815135def8_A2_KAPITEL_3_Audio45_003.mp3,A2\KAPITEL 3\Audio45_003.txt,A2\KAPITEL 3\Audio45_003.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_004.mp3,inll_c3973ed99504_A2_KAPITEL_3_Audio45_004.mp3,A2\KAPITEL 3\Audio45_004.txt,A2\KAPITEL 3\Audio45_004.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_005.mp3,inll_dc8b9fb4c937_A2_KAPITEL_3_Audio45_005.mp3,A2\KAPITEL 3\Audio45_005.txt,A2\KAPITEL 3\Audio45_005.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_006.mp3,inll_88346a8e85cb_A2_KAPITEL_3_Audio45_006.mp3,A2\KAPITEL 3\Audio45_006.txt,A2\KAPITEL 3\Audio45_006.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_007.mp3,inll_a8cea9a7b506_A2_KAPITEL_3_Audio45_007.mp3,A2\KAPITEL 3\Audio45_007.txt,A2\KAPITEL 3\Audio45_007.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_008.mp3,inll_dacd292ebcf3_A2_KAPITEL_3_Audio45_008.mp3,A2\KAPITEL 3\Audio45_008.txt,A2\KAPITEL 3\Audio45_008.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_009.mp3,inll_1663f49e5419_A2_KAPITEL_3_Audio45_009.mp3,A2\KAPITEL 3\Audio45_009.txt,A2\KAPITEL 3\Audio45_009.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_010.mp3,inll_b66d1b2d65df_A2_KAPITEL_3_Audio45_010.mp3,A2\KAPITEL 3\Audio45_010.txt,A2\KAPITEL 3\Audio45_010.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_011.mp3,inll_dda87a690ec4_A2_KAPITEL_3_Audio45_011.mp3,A2\KAPITEL 3\Audio45_011.txt,A2\KAPITEL 3\Audio45_011.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_012.mp3,inll_db95f4088457_A2_KAPITEL_3_Audio45_012.mp3,A2\KAPITEL 3\Audio45_012.txt,A2\KAPITEL 3\Audio45_012.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_013.mp3,inll_8b7d6054b03f_A2_KAPITEL_3_Audio45_013.mp3,A2\KAPITEL 3\Audio45_013.txt,A2\KAPITEL 3\Audio45_013.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_014.mp3,inll_7053aaa26e91_A2_KAPITEL_3_Audio45_014.mp3,A2\KAPITEL 3\Audio45_014.txt,A2\KAPITEL 3\Audio45_014.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_015.mp3,inll_38501f7e43d1_A2_KAPITEL_3_Audio45_015.mp3,A2\KAPITEL 3\Audio45_015.txt,A2\KAPITEL 3\Audio45_015.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_016.mp3,inll_24a1e38bcd8c_A2_KAPITEL_3_Audio45_016.mp3,A2\KAPITEL 3\Audio45_016.txt,A2\KAPITEL 3\Audio45_016.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio45_017.mp3,inll_53f7d3cc08f4_A2_KAPITEL_3_Audio45_017.mp3,A2\KAPITEL 3\Audio45_017.txt,A2\KAPITEL 3\Audio45_017.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio46_001.mp3,inll_f68be59ec754_A2_KAPITEL_3_Audio46_001.mp3,A2\KAPITEL 3\Audio46_001.txt,A2\KAPITEL 3\Audio46_001.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio46_002.mp3,inll_6b784db22272_A2_KAPITEL_3_Audio46_002.mp3,A2\KAPITEL 3\Audio46_002.txt,A2\KAPITEL 3\Audio46_002.txt,2
A2\KAPITEL 3,A2\KAPITEL 3\Audio47_001.mp3,inll_4558040acd4c_A2_KAPITEL_3_Audio47_001.mp3,A2\KAPITEL 3\Audio47_001.txt,A2\KAPITEL 3\Audio47_001.txt,2
