chapter,source_audio,anki_media_file,transcript_file,translation_file,cards_generated
A2\KAPITEL 4,A2\KAPITEL 4\Audio66_001.mp3,inll_1d6f1b060539_A2_KAPITEL_4_Audio66_001.mp3,A2\KAPITEL 4\Audio66_001.txt,A2\KAPITEL 4\Audio66_001.txt,2
A2\KAPITEL 4,A2\KAPITEL 4\Audio66_002.mp3,inll_c3ccf813b5d0_A2_KAPITEL_4_Audio66_002.mp3,A2\KAPITEL 4\Audio66_002.txt,A2\KAPITEL 4\Audio66_002.txt,2
A2\KAPITEL 4,A2\KAPITEL 4\Audio66_003.mp3,inll_8a035efe54cf_A2_KAPITEL_4_Audio66_003.mp3,A2\KAPITEL 4\Audio66_003.txt,A2\KAPITEL 4\Audio66_003.txt,2
A2\KAPITEL 4,A2\KAPITEL 4\Audio66_004.mp3,inll_849939eb50e8_A2_KAPITEL_4_Audio66_004.mp3,A2\KAPITEL 4\Audio66_004.txt,A2\KAPITEL 4\Audio66_004.txt,2
A2\KAPITEL 4,A2\KAPITEL 4\Audio66_005.mp3,inll_ecd92bd31463_A2_KAPITEL_4_Audio66_005.mp3,A2\KAPITEL 4\Audio66_005.txt,A2\KAPITEL 4\Audio66_005.txt,2
A2\KAPITEL 4,A2\KAPITEL 4\Audio66_006.mp3,inll_5161633df556_A2_KAPITEL_4_Audio66_006.mp3,A2\KAPITEL 4\Audio66_006.txt,A2\KAPITEL 4\Audio66_006.txt,2
A2\KAPITEL 4,A2\KAPITEL 4\Audio67_001.mp3,inll_28ccfbb831c3_A2_KAPITEL_4_Audio67_001.mp3,A2\KAPITEL 4\Audio67_001.txt,A2\KAPITEL 4\Audio67_001.txt,2
A2\KAPITEL 4,A2\KAPITEL 4\Audio68_001.mp3,inll_ea675e7a929a_A2_KAPITEL_4_Audio68_001.mp3,A2\KAPITEL 4\Audio68_001.txt,A2\KAPITEL 4\Audio68_001.txt,2
A2\KAPITEL 4,A2\KAPITEL 4\Audio69_001.mp3,inll_249213a52fdb_A2_KAPITEL_4_Audio69_001.mp3,A2\KAPITEL 4\Audio69_001.txt,A2\KAPITEL 4\Audio69_001.txt,2
A2\KAPITEL 4,A2\KAPITEL 4\Audio70_001.mp3,inll_95cd2780f1b5_A2_KAPITEL_4_Audio70_001.mp3,A2\KAPITEL 4\Audio70_001.txt,A2\KAPITEL 4\Audio70_001.txt,2
A2\KAPITEL 4,A2\KAPITEL 4\Audio71_001.mp3,inll_f9e41993895f_A2_KAPITEL_4_Audio71_001.mp3,A2\KAPITEL 4\Audio71_001.txt,A2\KAPITEL 4\Audio71_001.txt,2
