chapter,source_audio,anki_media_file,transcript_file,translation_file,cards_generated
A1\KAPITEL 2,A1\KAPITEL 2\Audio 33_001.mp3,inll_48dfdb16fc0e_A1_KAPITEL_2_Audio_33_001.mp3,A1\KAPITEL 2\Audio 33_001.txt,A1\KAPITEL 2\Audio 33_001.txt,2
A1\KAPITEL 2,A1\KAPITEL 2\Audio 34_001.mp3,inll_22759cb9d331_A1_KAPITEL_2_Audio_34_001.mp3,A1\KAPITEL 2\Audio 34_001.txt,A1\KAPITEL 2\Audio 34_001.txt,2
A1\KAPITEL 2,A1\KAPITEL 2\Audio 34_002.mp3,inll_efa8aa851339_A1_KAPITEL_2_Audio_34_002.mp3,A1\KAPITEL 2\Audio 34_002.txt,A1\KAPITEL 2\Audio 34_002.txt,2
A1\KAPITEL 2,A1\KAPITEL 2\Audio 34_003.mp3,inll_a8683061fffd_A1_KAPITEL_2_Audio_34_003.mp3,A1\KAPITEL 2\Audio 34_003.txt,A1\KAPITEL 2\Audio 34_003.txt,2
A1\KAPITEL 2,A1\KAPITEL 2\Audio 34_004.mp3,inll_c1ffd7c05837_A1_KAPITEL_2_Audio_34_004.mp3,A1\KAPITEL 2\Audio 34_004.txt,A1\KAPITEL 2\Audio 34_004.txt,2
A1\KAPITEL 2,A1\KAPITEL 2\Audio 34_005.mp3,inll_20497ec06293_A1_KAPITEL_2_Audio_34_005.mp3,A1\KAPITEL 2\Audio 34_005.txt,A1\KAPITEL 2\Audio 34_005.txt,2
A1\KAPITEL 2,A1\KAPITEL 2\Audio 34_006.mp3,inll_5aa1ee04c430_A1_KAPITEL_2_Audio_34_006.mp3,A1\KAPITEL 2\Audio 34_006.txt,A1\KAPITEL 2\Audio 34_006.txt,2
A1\KAPITEL 2,A1\KAPITEL 2\Audio 34_007.mp3,inll_71f63cdf3e86_A1_KAPITEL_2_Audio_34_007.mp3,A1\KAPITEL 2\Audio 34_007.txt,A1\KAPITEL 2\Audio 34_007.txt,2
A1\KAPITEL 2,A1\KAPITEL 2\Audio 34_008.mp3,inll_1beb8f07dcd3_A1_KAPITEL_2_Audio_34_008.mp3,A1\KAPITEL 2\Audio 34_008.txt,A1\KAPITEL 2\Audio 34_008.txt,2
A1\KAPITEL 2,A1\KAPITEL 2\Audio 34_009.mp3,inll_4349c312fb7f_A1_KAPITEL_2_Audio_34_009.mp3,A1\KAPITEL 2\Audio 34_009.txt,A1\KAPITEL 2\Audio 34_009.txt,2
