chapter,source_audio,anki_media_file,transcript_file,translation_file,cards_generated
A1\KAPITEL 1,A1\KAPITEL 1\Audio 01_001.mp3,inll_efebb85a6dde_A1_KAPITEL_1_Audio_01_001.mp3,A1\KAPITEL 1\Audio 01_001.txt,A1\KAPITEL 1\Audio 01_001.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 01_002.mp3,inll_6ec08fc98d25_A1_KAPITEL_1_Audio_01_002.mp3,A1\KAPITEL 1\Audio 01_002.txt,A1\KAPITEL 1\Audio 01_002.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 01_003.mp3,inll_fff2bdc37369_A1_KAPITEL_1_Audio_01_003.mp3,A1\KAPITEL 1\Audio 01_003.txt,A1\KAPITEL 1\Audio 01_003.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 01_004.mp3,inll_1e38011f1348_A1_KAPITEL_1_Audio_01_004.mp3,A1\KAPITEL 1\Audio 01_004.txt,A1\KAPITEL 1\Audio 01_004.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 01_005.mp3,inll_e898d994e308_A1_KAPITEL_1_Audio_01_005.mp3,A1\KAPITEL 1\Audio 01_005.txt,A1\KAPITEL 1\Audio 01_005.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 01_006.mp3,inll_71f1f6008680_A1_KAPITEL_1_Audio_01_006.mp3,A1\KAPITEL 1\Audio 01_006.txt,A1\KAPITEL 1\Audio 01_006.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 01_007.mp3,inll_b7da1bf6fc84_A1_KAPITEL_1_Audio_01_007.mp3,A1\KAPITEL 1\Audio 01_007.txt,A1\KAPITEL 1\Audio 01_007.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 01_008.mp3,inll_2dc42b4ac7e0_A1_KAPITEL_1_Audio_01_008.mp3,A1\KAPITEL 1\Audio 01_008.txt,A1\KAPITEL 1\Audio 01_008.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 01_009.mp3,inll_3415111206d7_A1_KAPITEL_1_Audio_01_009.mp3,A1\KAPITEL 1\Audio 01_009.txt,A1\KAPITEL 1\Audio 01_009.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 02_001.mp3,inll_0eaf3c5ef7de_A1_KAPITEL_1_Audio_02_001.mp3,A1\KAPITEL 1\Audio 02_001.txt,A1\KAPITEL 1\Audio 02_001.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 02_002.mp3,inll_95517bb81861_A1_KAPITEL_1_Audio_02_002.mp3,A1\KAPITEL 1\Audio 02_002.txt,A1\KAPITEL 1\Audio 02_002.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 02_003.mp3,inll_9625a0506341_A1_KAPITEL_1_Audio_02_003.mp3,A1\KAPITEL 1\Audio 02_003.txt,A1\KAPITEL 1\Audio 02_003.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 02_004.mp3,inll_53665dae7702_A1_KAPITEL_1_Audio_02_004.mp3,A1\KAPITEL 1\Audio 02_004.txt,A1\KAPITEL 1\Audio 02_004.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 02_005.mp3,inll_d7c178ca7d8d_A1_KAPITEL_1_Audio_02_005.mp3,A1\KAPITEL 1\Audio 02_005.txt,A1\KAPITEL 1\Audio 02_005.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 02_006.mp3,inll_c98e07163ebd_A1_KAPITEL_1_Audio_02_006.mp3,A1\KAPITEL 1\Audio 02_006.txt,A1\KAPITEL 1\Audio 02_006.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 02_007.mp3,inll_2fc4ba36f78e_A1_KAPITEL_1_Audio_02_007.mp3,A1\KAPITEL 1\Audio 02_007.txt,A1\KAPITEL 1\Audio 02_007.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 02_008.mp3,inll_348d8d710e25_A1_KAPITEL_1_Audio_02_008.mp3,A1\KAPITEL 1\Audio 02_008.txt,A1\KAPITEL 1\Audio 02_008.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 02_009.mp3,inll_75c8f1ec3a3f_A1_KAPITEL_1_Audio_02_009.mp3,A1\KAPITEL 1\Audio 02_009.txt,A1\KAPITEL 1\Audio 02_009.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 03_001.mp3,inll_e0389d7ee68a_A1_KAPITEL_1_Audio_03_001.mp3,A1\KAPITEL 1\Audio 03_001.txt,A1\KAPITEL 1\Audio 03_001.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 03_002.mp3,inll_3a881de02252_A1_KAPITEL_1_Audio_03_002.mp3,A1\KAPITEL 1\Audio 03_002.txt,A1\KAPITEL 1\Audio 03_002.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 03_003.mp3,inll_99f1ade9333c_A1_KAPITEL_1_Audio_03_003.mp3,A1\KAPITEL 1\Audio 03_003.txt,A1\KAPITEL 1\Audio 03_003.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 03_004.mp3,inll_22b600dcaa5c_A1_KAPITEL_1_Audio_03_004.mp3,A1\KAPITEL 1\Audio 03_004.txt,A1\KAPITEL 1\Audio 03_004.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 03_005.mp3,inll_4d51dd884e43_A1_KAPITEL_1_Audio_03_005.mp3,A1\KAPITEL 1\Audio 03_005.txt,A1\KAPITEL 1\Audio 03_005.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 03_006.mp3,inll_4cae2ad1d0ea_A1_KAPITEL_1_Audio_03_006.mp3,A1\KAPITEL 1\Audio 03_006.txt,A1\KAPITEL 1\Audio 03_006.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 04_001.mp3,inll_d0cb12c7d822_A1_KAPITEL_1_Audio_04_001.mp3,A1\KAPITEL 1\Audio 04_001.txt,A1\KAPITEL 1\Audio 04_001.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 04_002.mp3,inll_a7d13c9b6ed9_A1_KAPITEL_1_Audio_04_002.mp3,A1\KAPITEL 1\Audio 04_002.txt,A1\KAPITEL 1\Audio 04_002.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 04_003.mp3,inll_6e83374a5e15_A1_KAPITEL_1_Audio_04_003.mp3,A1\KAPITEL 1\Audio 04_003.txt,A1\KAPITEL 1\Audio 04_003.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 04_004.mp3,inll_28b17cd18f56_A1_KAPITEL_1_Audio_04_004.mp3,A1\KAPITEL 1\Audio 04_004.txt,A1\KAPITEL 1\Audio 04_004.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 04_005.mp3,inll_11e29ceece12_A1_KAPITEL_1_Audio_04_005.mp3,A1\KAPITEL 1\Audio 04_005.txt,A1\KAPITEL 1\Audio 04_005.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 05_001.mp3,inll_ecaaf0f1fa33_A1_KAPITEL_1_Audio_05_001.mp3,A1\KAPITEL 1\Audio 05_001.txt,A1\KAPITEL 1\Audio 05_001.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 06_001.mp3,inll_1f4a477f5c80_A1_KAPITEL_1_Audio_06_001.mp3,A1\KAPITEL 1\Audio 06_001.txt,A1\KAPITEL 1\Audio 06_001.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 07_001.mp3,inll_627bd44b81d7_A1_KAPITEL_1_Audio_07_001.mp3,A1\KAPITEL 1\Audio 07_001.txt,A1\KAPITEL 1\Audio 07_001.txt,2
A1\KAPITEL 1,A1\KAPITEL 1\Audio 08_001.mp3,inll_ed30547e0fb3_A1_KAPITEL_1_Audio_08_001.mp3,A1\KAPITEL 1\Audio 08_001.txt,A1\KAPITEL 1\Audio 08_001.txt,2
