chapter,source_audio,anki_media_file,transcript_file,translation_file,cards_generated
A1\KAPITEL 4,A1\KAPITEL 4\Audio 100_001.mp3,inll_b5d41a225f4f_A1_KAPITEL_4_Audio_100_001.mp3,A1\KAPITEL 4\Audio 100_001.txt,A1\KAPITEL 4\Audio 100_001.txt,2
A1\KAPITEL 4,A1\KAPITEL 4\Audio 100_002.mp3,inll_867bfef74215_A1_KAPITEL_4_Audio_100_002.mp3,A1\KAPITEL 4\Audio 100_002.txt,A1\KAPITEL 4\Audio 100_002.txt,2
A1\KAPITEL 4,A1\KAPITEL 4\Audio 100_003.mp3,inll_29fdce510ed0_A1_KAPITEL_4_Audio_100_003.mp3,A1\KAPITEL 4\Audio 100_003.txt,A1\KAPITEL 4\Audio 100_003.txt,2
A1\KAPITEL 4,A1\KAPITEL 4\Audio 101_001.mp3,inll_7141ecb87c44_A1_KAPITEL_4_Audio_101_001.mp3,A1\KAPITEL 4\Audio 101_001.txt,A1\KAPITEL 4\Audio 101_001.txt,2
A1\KAPITEL 4,A1\KAPITEL 4\Audio 101_002.mp3,inll_da37c0ce8d16_A1_KAPITEL_4_Audio_101_002.mp3,A1\KAPITEL 4\Audio 101_002.txt,A1\KAPITEL 4\Audio 101_002.txt,2
A1\KAPITEL 4,A1\KAPITEL 4\Audio 102_001.mp3,inll_9efd138b6e1e_A1_KAPITEL_4_Audio_102_001.mp3,A1\KAPITEL 4\Audio 102_001.txt,A1\KAPITEL 4\Audio 102_001.txt,2
A1\KAPITEL 4,A1\KAPITEL 4\Audio 103_001.mp3,inll_8049691d1549_A1_KAPITEL_4_Audio_103_001.mp3,A1\KAPITEL 4\Audio 103_001.txt,A1\KAPITEL 4\Audio 103_001.txt,2
A1\KAPITEL 4,A1\KAPITEL 4\Audio 104_001.mp3,inll_522ef943a882_A1_KAPITEL_4_Audio_104_001.mp3,A1\KAPITEL 4\Audio 104_001.txt,A1\KAPITEL 4\Audio 104_001.txt,2
A1\KAPITEL 4,A1\KAPITEL 4\Audio 89_001.mp3,inll_42fc1fda78d4_A1_KAPITEL_4_Audio_89_001.mp3,A1\KAPITEL 4\Audio 89_001.txt,A1\KAPITEL 4\Audio 89_001.txt,2
A1\KAPITEL 4,A1\KAPITEL 4\Audio 89_002.mp3,inll_e6359c8e1393_A1_KAPITEL_4_Audio_89_002.mp3,A1\KAPITEL 4\Audio 89_002.txt,A1\KAPITEL 4\Audio 89_002.txt,2
A1\KAPITEL 4,A1\KAPITEL 4\Audio 90_001.mp3,inll_73e97c666788_A1_KAPITEL_4_Audio_90_001.mp3,A1\KAPITEL 4\Audio 90_001.txt,A1\KAPITEL 4\Audio 90_001.txt,2
