chapter,source_audio,anki_media_file,transcript_file,translation_file,cards_generated
B1\KAPITEL 3,B1\KAPITEL 3\B1_AUDIO_62_001.mp3,inll_b098fb67c00b_B1_KAPITEL_3_B1_AUDIO_62_001.mp3,B1\KAPITEL 3\B1_AUDIO_62_001.txt,B1\KAPITEL 3\B1_AUDIO_62_001.txt,2
B1\KAPITEL 3,B1\KAPITEL 3\B1_AUDIO_63_001.mp3,inll_c870f7d42a9f_B1_KAPITEL_3_B1_AUDIO_63_001.mp3,B1\KAPITEL 3\B1_AUDIO_63_001.txt,B1\KAPITEL 3\B1_AUDIO_63_001.txt,2
B1\KAPITEL 3,B1\KAPITEL 3\B1_AUDIO_64_001.mp3,inll_0df4ba91ae0d_B1_KAPITEL_3_B1_AUDIO_64_001.mp3,B1\KAPITEL 3\B1_AUDIO_64_001.txt,B1\KAPITEL 3\B1_AUDIO_64_001.txt,2
B1\KAPITEL 3,B1\KAPITEL 3\B1_AUDIO_64_002.mp3,inll_1f4d20292789_B1_KAPITEL_3_B1_AUDIO_64_002.mp3,B1\KAPITEL 3\B1_AUDIO_64_002.txt,B1\KAPITEL 3\B1_AUDIO_64_002.txt,2
B1\KAPITEL 3,B1\KAPITEL 3\B1_AUDIO_64_003.mp3,inll_c5e207c5d0f8_B1_KAPITEL_3_B1_AUDIO_64_003.mp3,B1\KAPITEL 3\B1_AUDIO_64_003.txt,B1\KAPITEL 3\B1_AUDIO_64_003.txt,2
B1\KAPITEL 3,B1\KAPITEL 3\B1_AUDIO_64_004.mp3,inll_f8a8aed427e9_B1_KAPITEL_3_B1_AUDIO_64_004.mp3,B1\KAPITEL 3\B1_AUDIO_64_004.txt,B1\KAPITEL 3\B1_AUDIO_64_004.txt,2
B1\KAPITEL 3,B1\KAPITEL 3\B1_AUDIO_65_001.mp3,inll_fb13b8dc515a_B1_KAPITEL_3_B1_AUDIO_65_001.mp3,B1\KAPITEL 3\B1_AUDIO_65_001.txt,B1\KAPITEL 3\B1_AUDIO_65_001.txt,2
B1\KAPITEL 3,B1\KAPITEL 3\B1_AUDIO_66_001.mp3,inll_3c8db39662c8_B1_KAPITEL_3_B1_AUDIO_66_001.mp3,B1\KAPITEL 3\B1_AUDIO_66_001.txt,B1\KAPITEL 3\B1_AUDIO_66_001.txt,2
B1\KAPITEL 3,B1\KAPITEL 3\B1_AUDIO_67_001.mp3,inll_48a23fb9f1a6_B1_KAPITEL_3_B1_AUDIO_67_001.mp3,B1\KAPITEL 3\B1_AUDIO_67_001.txt,B1\KAPITEL 3\B1_AUDIO_67_001.txt,2
B1\KAPITEL 3,B1\KAPITEL 3\B1_AUDIO_67_002.mp3,inll_8954db4647b4_B1_KAPITEL_3_B1_AUDIO_67_002.mp3,B1\KAPITEL 3\B1_AUDIO_67_002.txt,B1\KAPITEL 3\B1_AUDIO_67_002.txt,2
B1\KAPITEL 3,B1\KAPITEL 3\B1_AUDIO_67_003.mp3,inll_809d6d56ded8_B1_KAPITEL_3_B1_AUDIO_67_003.mp3,B1\KAPITEL 3\B1_AUDIO_67_003.txt,B1\KAPITEL 3\B1_AUDIO_67_003.txt,2
B1\KAPITEL 3,B1\KAPITEL 3\B1_AUDIO_68_001.mp3,inll_d574644878a2_B1_KAPITEL_3_B1_AUDIO_68_001.mp3,B1\KAPITEL 3\B1_AUDIO_68_001.txt,B1\KAPITEL 3\B1_AUDIO_68_001.txt,2
