chapter,source_audio,anki_media_file,transcript_file,translation_file,cards_generated
A2\KAPITEL 6,A2\KAPITEL 6\Audio111_001.mp3,inll_c08c52e6ab52_A2_KAPITEL_6_Audio111_001.mp3,A2\KAPITEL 6\Audio111_001.txt,A2\KAPITEL 6\Audio111_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio111_002.mp3,inll_4549c50945fe_A2_KAPITEL_6_Audio111_002.mp3,A2\KAPITEL 6\Audio111_002.txt,A2\KAPITEL 6\Audio111_002.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio112_001.mp3,inll_86102479a4eb_A2_KAPITEL_6_Audio112_001.mp3,A2\KAPITEL 6\Audio112_001.txt,A2\KAPITEL 6\Audio112_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio113_001.mp3,inll_8b1d5b7a6e52_A2_KAPITEL_6_Audio113_001.mp3,A2\KAPITEL 6\Audio113_001.txt,A2\KAPITEL 6\Audio113_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio114_001.mp3,inll_58fde9131405_A2_KAPITEL_6_Audio114_001.mp3,A2\KAPITEL 6\Audio114_001.txt,A2\KAPITEL 6\Audio114_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio115_001.mp3,inll_aaaacb34861b_A2_KAPITEL_6_Audio115_001.mp3,A2\KAPITEL 6\Audio115_001.txt,A2\KAPITEL 6\Audio115_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio116_001.mp3,inll_164d1e0b80df_A2_KAPITEL_6_Audio116_001.mp3,A2\KAPITEL 6\Audio116_001.txt,A2\KAPITEL 6\Audio116_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio117_001.mp3,inll_27de62c02281_A2_KAPITEL_6_Audio117_001.mp3,A2\KAPITEL 6\Audio117_001.txt,A2\KAPITEL 6\Audio117_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio118_001.mp3,inll_9a735801cf37_A2_KAPITEL_6_Audio118_001.mp3,A2\KAPITEL 6\Audio118_001.txt,A2\KAPITEL 6\Audio118_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio119_001.mp3,inll_92f8f04e478e_A2_KAPITEL_6_Audio119_001.mp3,A2\KAPITEL 6\Audio119_001.txt,A2\KAPITEL 6\Audio119_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio120_001.mp3,inll_4a2bc77055d9_A2_KAPITEL_6_Audio120_001.mp3,A2\KAPITEL 6\Audio120_001.txt,A2\KAPITEL 6\Audio120_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio120_002.mp3,inll_e96698ecfa64_A2_KAPITEL_6_Audio120_002.mp3,A2\KAPITEL 6\Audio120_002.txt,A2\KAPITEL 6\Audio120_002.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio120_003.mp3,inll_92a93462f23e_A2_KAPITEL_6_Audio120_003.mp3,A2\KAPITEL 6\Audio120_003.txt,A2\KAPITEL 6\Audio120_003.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio120_004.mp3,inll_997a5cf8a514_A2_KAPITEL_6_Audio120_004.mp3,A2\KAPITEL 6\Audio120_004.txt,A2\KAPITEL 6\Audio120_004.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio121_001.mp3,inll_e3d16bac7230_A2_KAPITEL_6_Audio121_001.mp3,A2\KAPITEL 6\Audio121_001.txt,A2\KAPITEL 6\Audio121_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio122_001.mp3,inll_070f5b94f3b3_A2_KAPITEL_6_Audio122_001.mp3,A2\KAPITEL 6\Audio122_001.txt,A2\KAPITEL 6\Audio122_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio123_001.mp3,inll_88400615e1eb_A2_KAPITEL_6_Audio123_001.mp3,A2\KAPITEL 6\Audio123_001.txt,A2\KAPITEL 6\Audio123_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio124_001.mp3,inll_098ada04bf6d_A2_KAPITEL_6_Audio124_001.mp3,A2\KAPITEL 6\Audio124_001.txt,A2\KAPITEL 6\Audio124_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio125_001.mp3,inll_ad57729889ac_A2_KAPITEL_6_Audio125_001.mp3,A2\KAPITEL 6\Audio125_001.txt,A2\KAPITEL 6\Audio125_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio126_001.mp3,inll_6fba9f9377ed_A2_KAPITEL_6_Audio126_001.mp3,A2\KAPITEL 6\Audio126_001.txt,A2\KAPITEL 6\Audio126_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio127_001.mp3,inll_dacfc6841db7_A2_KAPITEL_6_Audio127_001.mp3,A2\KAPITEL 6\Audio127_001.txt,A2\KAPITEL 6\Audio127_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio128_001.mp3,inll_221d60636b56_A2_KAPITEL_6_Audio128_001.mp3,A2\KAPITEL 6\Audio128_001.txt,A2\KAPITEL 6\Audio128_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio129_001.mp3,inll_a94f30575461_A2_KAPITEL_6_Audio129_001.mp3,A2\KAPITEL 6\Audio129_001.txt,A2\KAPITEL 6\Audio129_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio130_001.mp3,inll_d956ccfbbe6f_A2_KAPITEL_6_Audio130_001.mp3,A2\KAPITEL 6\Audio130_001.txt,A2\KAPITEL 6\Audio130_001.txt,2
A2\KAPITEL 6,A2\KAPITEL 6\Audio130_002.mp3,inll_fe0829427bd2_A2_KAPITEL_6_Audio130_002.mp3,A2\KAPITEL 6\Audio130_002.txt,A2\KAPITEL 6\Audio130_002.txt,2
