chapter,source_audio,anki_media_file,transcript_file,translation_file,cards_generated
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_147_001.mp3,inll_201a207e1387_B1_KAPITEL_6_B1_AUDIO_147_001.mp3,B1\KAPITEL 6\B1_AUDIO_147_001.txt,B1\KAPITEL 6\B1_AUDIO_147_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_148_001.mp3,inll_01036638e0f9_B1_KAPITEL_6_B1_AUDIO_148_001.mp3,B1\KAPITEL 6\B1_AUDIO_148_001.txt,B1\KAPITEL 6\B1_AUDIO_148_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_149_001.mp3,inll_244ffc6c8590_B1_KAPITEL_6_B1_AUDIO_149_001.mp3,B1\KAPITEL 6\B1_AUDIO_149_001.txt,B1\KAPITEL 6\B1_AUDIO_149_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_150_001.mp3,inll_11c051180992_B1_KAPITEL_6_B1_AUDIO_150_001.mp3,B1\KAPITEL 6\B1_AUDIO_150_001.txt,B1\KAPITEL 6\B1_AUDIO_150_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_150_002.mp3,inll_80d399ec1c20_B1_KAPITEL_6_B1_AUDIO_150_002.mp3,B1\KAPITEL 6\B1_AUDIO_150_002.txt,B1\KAPITEL 6\B1_AUDIO_150_002.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_150_003.mp3,inll_6800627a8d44_B1_KAPITEL_6_B1_AUDIO_150_003.mp3,B1\KAPITEL 6\B1_AUDIO_150_003.txt,B1\KAPITEL 6\B1_AUDIO_150_003.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_151_001.mp3,inll_97f6e7cdca8d_B1_KAPITEL_6_B1_AUDIO_151_001.mp3,B1\KAPITEL 6\B1_AUDIO_151_001.txt,B1\KAPITEL 6\B1_AUDIO_151_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_151_002.mp3,inll_0f22d177ffd6_B1_KAPITEL_6_B1_AUDIO_151_002.mp3,B1\KAPITEL 6\B1_AUDIO_151_002.txt,B1\KAPITEL 6\B1_AUDIO_151_002.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_152_001.mp3,inll_d007fd274225_B1_KAPITEL_6_B1_AUDIO_152_001.mp3,B1\KAPITEL 6\B1_AUDIO_152_001.txt,B1\KAPITEL 6\B1_AUDIO_152_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_153_001.mp3,inll_88dda4411ddc_B1_KAPITEL_6_B1_AUDIO_153_001.mp3,B1\KAPITEL 6\B1_AUDIO_153_001.txt,B1\KAPITEL 6\B1_AUDIO_153_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_153_002.mp3,inll_cf87b98ba1ae_B1_KAPITEL_6_B1_AUDIO_153_002.mp3,B1\KAPITEL 6\B1_AUDIO_153_002.txt,B1\KAPITEL 6\B1_AUDIO_153_002.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_154_001.mp3,inll_991775ea30fc_B1_KAPITEL_6_B1_AUDIO_154_001.mp3,B1\KAPITEL 6\B1_AUDIO_154_001.txt,B1\KAPITEL 6\B1_AUDIO_154_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_155_001.mp3,inll_a87159b89473_B1_KAPITEL_6_B1_AUDIO_155_001.mp3,B1\KAPITEL 6\B1_AUDIO_155_001.txt,B1\KAPITEL 6\B1_AUDIO_155_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_156_001.mp3,inll_6d706707fa10_B1_KAPITEL_6_B1_AUDIO_156_001.mp3,B1\KAPITEL 6\B1_AUDIO_156_001.txt,B1\KAPITEL 6\B1_AUDIO_156_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_157_001.mp3,inll_43f4c43d1d3c_B1_KAPITEL_6_B1_AUDIO_157_001.mp3,B1\KAPITEL 6\B1_AUDIO_157_001.txt,B1\KAPITEL 6\B1_AUDIO_157_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_158_001.mp3,inll_af4f918a9f1a_B1_KAPITEL_6_B1_AUDIO_158_001.mp3,B1\KAPITEL 6\B1_AUDIO_158_001.txt,B1\KAPITEL 6\B1_AUDIO_158_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_159_001.mp3,inll_de98e02ef059_B1_KAPITEL_6_B1_AUDIO_159_001.mp3,B1\KAPITEL 6\B1_AUDIO_159_001.txt,B1\KAPITEL 6\B1_AUDIO_159_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_160_001.mp3,inll_0683c78613e4_B1_KAPITEL_6_B1_AUDIO_160_001.mp3,B1\KAPITEL 6\B1_AUDIO_160_001.txt,B1\KAPITEL 6\B1_AUDIO_160_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_161_001.mp3,inll_959da0ea999f_B1_KAPITEL_6_B1_AUDIO_161_001.mp3,B1\KAPITEL 6\B1_AUDIO_161_001.txt,B1\KAPITEL 6\B1_AUDIO_161_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_162_001.mp3,inll_1862c36247ed_B1_KAPITEL_6_B1_AUDIO_162_001.mp3,B1\KAPITEL 6\B1_AUDIO_162_001.txt,B1\KAPITEL 6\B1_AUDIO_162_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_163_001.mp3,inll_2d42674717ae_B1_KAPITEL_6_B1_AUDIO_163_001.mp3,B1\KAPITEL 6\B1_AUDIO_163_001.txt,B1\KAPITEL 6\B1_AUDIO_163_001.txt,2
B1\KAPITEL 6,B1\KAPITEL 6\B1_AUDIO_164_001.mp3,inll_1ba125ea21b5_B1_KAPITEL_6_B1_AUDIO_164_001.mp3,B1\KAPITEL 6\B1_AUDIO_164_001.txt,B1\KAPITEL 6\B1_AUDIO_164_001.txt,2
