chapter,source_audio,anki_media_file,transcript_file,translation_file,cards_generated
A1\KAPITEL 5,A1\KAPITEL 5\Audio 106_001.mp3,inll_65688a1b9fc9_A1_KAPITEL_5_Audio_106_001.mp3,A1\KAPITEL 5\Audio 106_001.txt,A1\KAPITEL 5\Audio 106_001.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 107_001.mp3,inll_9f5f3e70293c_A1_KAPITEL_5_Audio_107_001.mp3,A1\KAPITEL 5\Audio 107_001.txt,A1\KAPITEL 5\Audio 107_001.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 108_001.mp3,inll_31ac541aefd3_A1_KAPITEL_5_Audio_108_001.mp3,A1\KAPITEL 5\Audio 108_001.txt,A1\KAPITEL 5\Audio 108_001.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 109_001.mp3,inll_ea56fa6b19a2_A1_KAPITEL_5_Audio_109_001.mp3,A1\KAPITEL 5\Audio 109_001.txt,A1\KAPITEL 5\Audio 109_001.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_001.mp3,inll_d7d4a09952d5_A1_KAPITEL_5_Audio_110_001.mp3,A1\KAPITEL 5\Audio 110_001.txt,A1\KAPITEL 5\Audio 110_001.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_002.mp3,inll_4f7ef3f9531b_A1_KAPITEL_5_Audio_110_002.mp3,A1\KAPITEL 5\Audio 110_002.txt,A1\KAPITEL 5\Audio 110_002.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_003.mp3,inll_e6ac543b437e_A1_KAPITEL_5_Audio_110_003.mp3,A1\KAPITEL 5\Audio 110_003.txt,A1\KAPITEL 5\Audio 110_003.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_004.mp3,inll_ddb582c20a62_A1_KAPITEL_5_Audio_110_004.mp3,A1\KAPITEL 5\Audio 110_004.txt,A1\KAPITEL 5\Audio 110_004.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_005.mp3,inll_871ea7aa8825_A1_KAPITEL_5_Audio_110_005.mp3,A1\KAPITEL 5\Audio 110_005.txt,A1\KAPITEL 5\Audio 110_005.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_006.mp3,inll_851138ba085d_A1_KAPITEL_5_Audio_110_006.mp3,A1\KAPITEL 5\Audio 110_006.txt,A1\KAPITEL 5\Audio 110_006.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_007.mp3,inll_c45d963ad4b1_A1_KAPITEL_5_Audio_110_007.mp3,A1\KAPITEL 5\Audio 110_007.txt,A1\KAPITEL 5\Audio 110_007.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_008.mp3,inll_acf20825eb2f_A1_KAPITEL_5_Audio_110_008.mp3,A1\KAPITEL 5\Audio 110_008.txt,A1\KAPITEL 5\Audio 110_008.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_009.mp3,inll_4db51b96f157_A1_KAPITEL_5_Audio_110_009.mp3,A1\KAPITEL 5\Audio 110_009.txt,A1\KAPITEL 5\Audio 110_009.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_010.mp3,inll_c92b94e92cf2_A1_KAPITEL_5_Audio_110_010.mp3,A1\KAPITEL 5\Audio 110_010.txt,A1\KAPITEL 5\Audio 110_010.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_011.mp3,inll_aceced9100eb_A1_KAPITEL_5_Audio_110_011.mp3,A1\KAPITEL 5\Audio 110_011.txt,A1\KAPITEL 5\Audio 110_011.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_012.mp3,inll_82b35b969575_A1_KAPITEL_5_Audio_110_012.mp3,A1\KAPITEL 5\Audio 110_012.txt,A1\KAPITEL 5\Audio 110_012.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_013.mp3,inll_7b96eedd9305_A1_KAPITEL_5_Audio_110_013.mp3,A1\KAPITEL 5\Audio 110_013.txt,A1\KAPITEL 5\Audio 110_013.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_014.mp3,inll_4f614f25b0a4_A1_KAPITEL_5_Audio_110_014.mp3,A1\KAPITEL 5\Audio 110_014.txt,A1\KAPITEL 5\Audio 110_014.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_015.mp3,inll_54c7b63dccad_A1_KAPITEL_5_Audio_110_015.mp3,A1\KAPITEL 5\Audio 110_015.txt,A1\KAPITEL 5\Audio 110_015.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_016.mp3,inll_540ef06502be_A1_KAPITEL_5_Audio_110_016.mp3,A1\KAPITEL 5\Audio 110_016.txt,A1\KAPITEL 5\Audio 110_016.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_017.mp3,inll_c49ed2b9111a_A1_KAPITEL_5_Audio_110_017.mp3,A1\KAPITEL 5\Audio 110_017.txt,A1\KAPITEL 5\Audio 110_017.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_018.mp3,inll_743992cce1bb_A1_KAPITEL_5_Audio_110_018.mp3,A1\KAPITEL 5\Audio 110_018.txt,A1\KAPITEL 5\Audio 110_018.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_019.mp3,inll_881edd4cdef3_A1_KAPITEL_5_Audio_110_019.mp3,A1\KAPITEL 5\Audio 110_019.txt,A1\KAPITEL 5\Audio 110_019.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_020.mp3,inll_0702ea5c3655_A1_KAPITEL_5_Audio_110_020.mp3,A1\KAPITEL 5\Audio 110_020.txt,A1\KAPITEL 5\Audio 110_020.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_021.mp3,inll_6f51935a974a_A1_KAPITEL_5_Audio_110_021.mp3,A1\KAPITEL 5\Audio 110_021.txt,A1\KAPITEL 5\Audio 110_021.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_022.mp3,inll_cb5ebd6e736e_A1_KAPITEL_5_Audio_110_022.mp3,A1\KAPITEL 5\Audio 110_022.txt,A1\KAPITEL 5\Audio 110_022.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_023.mp3,inll_5910c2622617_A1_KAPITEL_5_Audio_110_023.mp3,A1\KAPITEL 5\Audio 110_023.txt,A1\KAPITEL 5\Audio 110_023.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_024.mp3,inll_a041221c80a5_A1_KAPITEL_5_Audio_110_024.mp3,A1\KAPITEL 5\Audio 110_024.txt,A1\KAPITEL 5\Audio 110_024.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_025.mp3,inll_01f8a940660d_A1_KAPITEL_5_Audio_110_025.mp3,A1\KAPITEL 5\Audio 110_025.txt,A1\KAPITEL 5\Audio 110_025.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_026.mp3,inll_d8a9cc94a094_A1_KAPITEL_5_Audio_110_026.mp3,A1\KAPITEL 5\Audio 110_026.txt,A1\KAPITEL 5\Audio 110_026.txt,2
A1\KAPITEL 5,A1\KAPITEL 5\Audio 110_027.mp3,inll_b21883b37bdc_A1_KAPITEL_5_Audio_110_027.mp3,A1\KAPITEL 5\Audio 110_027.txt,A1\KAPITEL 5\Audio 110_027.txt,2
