chapter,source_audio,anki_media_file,transcript_file,translation_file,cards_generated
A2\KAPITEL 1,A2\KAPITEL 1\Audio10_001.mp3,inll_31a70f84e7a6_A2_KAPITEL_1_Audio10_001.mp3,A2\KAPITEL 1\Audio10_001.txt,A2\KAPITEL 1\Audio10_001.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio10_002.mp3,inll_0fbe24f1a9fb_A2_KAPITEL_1_Audio10_002.mp3,A2\KAPITEL 1\Audio10_002.txt,A2\KAPITEL 1\Audio10_002.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio11_001.mp3,inll_a60e7a61361b_A2_KAPITEL_1_Audio11_001.mp3,A2\KAPITEL 1\Audio11_001.txt,A2\KAPITEL 1\Audio11_001.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio11_002.mp3,inll_639eda840877_A2_KAPITEL_1_Audio11_002.mp3,A2\KAPITEL 1\Audio11_002.txt,A2\KAPITEL 1\Audio11_002.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio12_001.mp3,inll_086848ea28e5_A2_KAPITEL_1_Audio12_001.mp3,A2\KAPITEL 1\Audio12_001.txt,A2\KAPITEL 1\Audio12_001.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio13_001.mp3,inll_48a00d8a80ff_A2_KAPITEL_1_Audio13_001.mp3,A2\KAPITEL 1\Audio13_001.txt,A2\KAPITEL 1\Audio13_001.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio13_002.mp3,inll_256573aef929_A2_KAPITEL_1_Audio13_002.mp3,A2\KAPITEL 1\Audio13_002.txt,A2\KAPITEL 1\Audio13_002.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio13_003.mp3,inll_262c601016b3_A2_KAPITEL_1_Audio13_003.mp3,A2\KAPITEL 1\Audio13_003.txt,A2\KAPITEL 1\Audio13_003.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio13_004.mp3,inll_92aad613049b_A2_KAPITEL_1_Audio13_004.mp3,A2\KAPITEL 1\Audio13_004.txt,A2\KAPITEL 1\Audio13_004.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio13_005.mp3,inll_9cbeb0be8190_A2_KAPITEL_1_Audio13_005.mp3,A2\KAPITEL 1\Audio13_005.txt,A2\KAPITEL 1\Audio13_005.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio13_006.mp3,inll_3a4d9a4322b9_A2_KAPITEL_1_Audio13_006.mp3,A2\KAPITEL 1\Audio13_006.txt,A2\KAPITEL 1\Audio13_006.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio13_007.mp3,inll_c954d76b2ab7_A2_KAPITEL_1_Audio13_007.mp3,A2\KAPITEL 1\Audio13_007.txt,A2\KAPITEL 1\Audio13_007.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio13_008.mp3,inll_c64ab06184f3_A2_KAPITEL_1_Audio13_008.mp3,A2\KAPITEL 1\Audio13_008.txt,A2\KAPITEL 1\Audio13_008.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio13_009.mp3,inll_f917656f4d3d_A2_KAPITEL_1_Audio13_009.mp3,A2\KAPITEL 1\Audio13_009.txt,A2\KAPITEL 1\Audio13_009.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio14_001.mp3,inll_4ed3df1c41a5_A2_KAPITEL_1_Audio14_001.mp3,A2\KAPITEL 1\Audio14_001.txt,A2\KAPITEL 1\Audio14_001.txt,2
A2\KAPITEL 1,A2\KAPITEL 1\Audio15_001.mp3,inll_cfaa0cdbf04c_A2_KAPITEL_1_Audio15_001.mp3,A2\KAPITEL 1\Audio15_001.txt,A2\KAPITEL 1\Audio15_001.txt,2
